id,text,domain,category,FinalOff,FinalCB
 text,domain,category,FinalOff,FinalCB
 لاقت اغلبيه سنه لبنان الثوره في تشرين وتنازل الرءيس عن السلطه تلبيه لمطالبهم اليوم يعود الجزء الاكبر من الاغلبيه السنيه لتلتف حوله مدركه من درس الثوره ان شعار لا يعني ان تكون رءاسه مجلس الوزراء مكسر العصي وتقف الثوره علي اعتاب الرءاسات الباقيه,Celebrities,Appearance,no,no
 بالمختصر المفيد بعد ان قصف نتنياهو مخازن سلاح حزب اله في مرفا بيروت ودمر نصف جاء التهديد اليوم وبشكل واضح لا لبس فيه ان الهدف القادم سيكون الضاحيه من بوابه الجناح,News,Racial,no,no
 ارتسم في قلوبنا كيف قتل بدم بارد ورتفع شهيدا وان الكيان الصهيوني كيان غاصب مجرم وان,News,Racial,no,no
 ادعولي ربي يجبر كسر قلبي الحزين و خاطري المكسور ويحق لي الي قلبي يتمني ويجيب دعاءي دعوه اربعين غريب مجابه,Sports,Racial,no,no
 في مناظره الرءاسه الامريكيه ثلاث مصطلحات تم استخدامها مهرج عنصري كاذب لا يستطيع الانسان في العالم العربي ان يفكر حتي في نطقها امام الحاكم الرءيس الوزير الموظف الحكومي,News,Racial,yes,yes
 يوفنتوس يسيطر علي دزيكو في حال فشل سواريز,Sports,Intelligence,no,no
 محتوي ذو صله اول نجمه عربيه تحصل علي لقاح الوقايه من فيروس كورونا,Celebrities,Racial,no,no
 السلطه المافيويه البنانيه المجرمه بقياده الارهابي و ميشال عون والص الاكبر مازالت تعرقل التحقيقات وتخفي علي الشعب حقيقه من فجر,Celebrities,Racial,yes,yes
 التطبيع خيانه لامه الاسلاميه والعربيه انتهي,News,Racial,no,no
 تعرض ثكنه الجيش البناني في منطقه عرمان في الشمال لاطلاق نار من قبل ارهابين ما ادي الي استشهاد عسكرين وجرح اخرين,Celebrities,Racial,no,no
 الصحه العالميه ارتفاع وفيات كورونا شرقي المتوسط,News,Racial,no,no
 وزير الخارجيه الارميني زوهراب مناتساكانيان لسكاي نيوز عربيه ️ ترسل مرتزقه وارهابين لدعم اذربيجان والاخلال بالسلام وتلعب دورا خاطءا من خلال تصعيد الصراع ️ نعمل لحل سلمي ونتعاون مع شركاءنا في المجتمع الدولي لتهدءه الاوضاع,News,Racial,no,no
 فلسطين باقيه و اولاد الكلب هم الراحلون,News,Appearance,yes,yes
 قطع طريق احتجاجا علي توقيف احد ناشطي الحراك,Celebrities,Racial,no,no
 بمجرد ان تقول حسبي اله ونعم الوكيل يرد اله عليك وعزتي وجلالي لانصرنك و لو بعد حين ربي ينصركم خاوتنا الفلسطين,News,Racial,no,no
 تقدم رءيس الفريق البرلماني لصداقه الموريتانيه الكويتيه محمد عبد الرحمن الصبار بتعزيه الكويتين حكومه وشعبا في رحيل الامير صباح الاحمد الجابر الصباح وصفت التعزيه امير الكويت ب الرجل الحكيم المحب لوطنه ولشعبه ولامته صاحب الحكمه امير الانسانيه,News,Racial,no,no
 شد حيلك واستمر في المقاومه لصالح شخص مجنون وكذاب مثله,News,Intelligence,yes,yes
 اعتماد علي المرتزقه في اي من حروبها دليل علي ما ذكر في التاريخ من ان الاتراك لا يستطيعون دخول حرب دون مساعده غيرهم وبالعموم حروب الدوله العثمانيه كان في مقدمتها عرب وكرد وارمن وغيرهم لقد كنا اسودا بقياده كلاب هكذا قال وصف الفلاحون العرب معارك الدوله العثمانيه,News,Racial,yes,yes
 الساكت عن الفاسد شيطان اخرس,News,Appearance,no,no
 ياقليل المروءه والخاتمه ترا مايضرك شيء لو ترحمت علي فقيد الكويت والخليج وعلي فكره تراه عبد موحد له لايشرك معه شيء ورفضك الترحم عليه لن يضره بشيء عكس سيدكم ماندري وش ملته هل هو صوفي علماني او سني ومن وين ماهب الهواء جايزن له,News,Racial,yes,yes
 سود اله اجوهم تجمعوا كلاب,News,Appearance,yes,yes
 طالب مجلس تنسيق الاحزاب السياسيه بمحافظه شبوه شرقي اليمن الثلاثاء باخلاء ميناء بلحاف من الوجود العسكري الاماراتي,News,Racial,no,no
 المرصد السوري لحقوق الانسان داعش قتل من النظام والميليشيات المواليه له خلال شهر جنوب,News,Racial,no,no
 انه مايعنيله نباح الكلاب ابدا,Celebrities,Appearance,yes,yes
 والقدس عربيه واسرءيل دوله احتلال والامارات دوله بنت سته وستين كلب,News,Appearance,yes,yes
 منذ عام و يتدرب علي رميات التماس ونجح في في كسر الرقم القياسي المسجل في موسوعه لاطول رميه تماس برقم وصل الي متر اقرا اكثر عن سلاح السري في المقال التالي,Sports,Racial,no,no
 افتح الفعاليه المدير التنفيذي لشبكه السوريه لحقوق الانسان الاستاذ فضل عبد الغني بالحديث عن ضروره تحقيق العداله ومحاسبه المجرمين علي انتهاكات حقوق الانسان التي ترتكب في,News,Racial,no,no
 ان الاعمال التي يتعبك اليوم بذارها ويجهدك غدا ريها ستكون لك حين القطاف قره عين ولذه لاتنتهي 🌿,News,Appearance,no,no
 مبروك ربحت معنا جاءزه افضل اويت سياسي فاشل,Celebrities,Intelligence,yes,yes
 الوكيل المساعد عبد الهادي التميمي يوجهالطاقم الطبي بالمختبرات المركزيه في باستيعاب المسافرين الي الملكه العربيه عبر منفذ الذين ستنتهي مده اقامتهم وتاشيراتهم خلال الايام المقبله واعطاءهم الاولويه ضمن قاءمه طالبي فحص,News,Racial,no,no
 الفلسطيني بدلا من ان يهتم بقضايا وطنه الام ويستخدم نفوذه كمدير تنفيذي لما يعرف ب ويطالب بحل الدولتين نسف هموم شعبه وراء ظهره ليطلق من منظمه خاشقجي لينشر الديموقراطيه في و و يتبع,News,Racial,no,no
 شباب قرطه لواط ما قوايه الا عالضعفاء و نقطه انتهي واله لكيف بس يرجعو يسحسحولكن شباب الخندق يا كساس 😊,Celebrities,Sexual,yes,yes
 ايهود باراك دكتاتور يفهم ان التظاهرات ستقضي عليه سياسيا نتنياهو يفهم انه ليس لديه فرصه لانتخاب مجدا فقد فشل في انتخابات في الحصول علي الاغلبيه نتنياهو سيحاول السيطره من خلال قوانين الطوارء نتنياهو يفهم انه ليس لديه فرصه بعد التي ستنتهي في الاشهر المقبله,News,Intelligence,yes,no
 لاسف شكل كومان راح يعتمد سيرجي روبيرتو في مركز الظهير في التشكيله الاساسيه لموسم القادم,Sports,Appearance,no,no
 واصبح النظر اليك والتعامل معك شي مقز لا اعلم كم سنلبث في هذا الجحيم ولاكن تاكد انت من اوصلنا الي هذا الحال,News,Appearance,yes,yes
 احدي المتخلفات عقليا تاخذ صور علي انقاض انفجار من اجل نشرها ع انستغرام كرمال كم لايك زياده,News,Intelligence,yes,yes
 الهيءه تعتقل الصحفي الامريكي المسلم بلال عبد الكريم بعد ضربه في اطمه,News,Racial,no,no
 البعض يسءل ليه الشعب القطري اغبي شعب عربي بكل بساطه اثروا فيهم البنقاليه والايرانين والاتراك,News,Racial,yes,yes
 ياخي كريستيانو هو السب ليش جا الي يوفنتوس نادي يوفنتوس نادي وضيع التشكيله تحطها الاداره انا قبل كريستيانو مايجي يوفنتوس ماكنت ادري عن يوفنتوس ولا عن الدوري الايطالي كنت مرتاح في مدريد وعقليه سليمه ولكن هنا يوفنتوس عقليه غبيه و منحطه اخبار ناديكم تسد النفس نادي وضيع,Sports,Intelligence,yes,yes
 جرح قلبها في ليله عمرها,Celebrities,Racial,no,no
 لماذا الدول والجماعات التي تعامل مع بل وتفتخر بذلك وتعلنها داءما لا يتم اتهامها بانها عميله,News,Sexual,no,no
